1784894770442,Ant,Dance,http://localhost:3251@Bee,true
1784894770445,Bee,Dance,http://localhost:3251@Ant,false
1784894771209,alice,Explore,null,false
1784894771885,Bat,Explore,null,false
1784894771949,Bee,Explore,null,true
1784894772553,bear,Fight,http://localhost:3251@Bee,true
1784894772555,Bee,Fight,http://localhost:3251@bear,false
1784894772775,alice,Explore,null,true
1784894773175,Bat,Sing,http://localhost:3251@brice,false
1784894773177,brice,Sing,http://localhost:3251@Bat,true
1784894773582,alice,Sing,http://localhost:3251@Ant,true
1784894773584,Ant,Sing,http://localhost:3251@alice,true
1784894774436,alice,Walk,http://localhost:3251@Bat,true
1784894774437,Bat,Walk,http://localhost:3251@alice,true
1784894775795,Ant,Explore,null,true
1784894776038,Bat,Explore,null,false
1784894776653,alice,Explore,null,false
1784894776709,bear,Fight,http://localhost:3251@Bee,false
1784894776709,Bee,Explore,null,true
1784894776709,brice,Fight,http://localhost:3251@bear,true
1784894776767,Ant,Fight,http://localhost:3251@Bat,true
1784894776767,Bat,Fight,http://localhost:3251@Ant,false
1784894777684,alice,Fight,http://localhost:3251@bear,true
1784894777685,bear,Fight,http://localhost:3251@alice,false
1784894778015,Ant,Sing,http://localhost:3251@brice,false
1784894778016,brice,Sing,http://localhost:3251@Ant,true
1784894778294,Bee,Explore,null,true
1784894779250,bear,Explore,null,true
1784894779302,Bat,Dance,http://localhost:3251@brice,true
1784894779303,brice,Dance,http://localhost:3251@Bat,false
1784894780223,alice,Exercise,http://localhost:3251@brice,true
1784894780224,brice,Exercise,http://localhost:3251@alice,true
1784894780286,Ant,Explore,null,true
1784894780620,Bee,Explore,null,true
1784894781220,Ant,Sing,http://localhost:3251@Bat,false
1784894781220,Bat,Sing,http://localhost:3251@brice,true
1784894781761,brice,Explore,null,true
1784894781866,alice,Walk,http://localhost:3251@bear,false
1784894781868,bear,Walk,http://localhost:3251@alice,true
1784894782714,Bat,Talk,http://localhost:3251@brice,false
1784894782716,brice,Talk,http://localhost:3251@Bat,true
1784894782764,Ant,Explore,null,false
1784894783542,bear,Explore,null,true
1784894783794,alice,Talk,http://localhost:3251@Ant,false
1784894783795,Ant,Talk,http://localhost:3251@alice,false
1784894784347,Bat,Explore,null,false
1784894784725,Ant,Dance,http://localhost:3251@brice,true
1784894784727,brice,Dance,http://localhost:3251@Bat,false
1784894784788,Bee,Explore,null,true
1784894785726,Bat,Sing,http://localhost:3251@brice,true
1784894785727,Bee,Sing,http://localhost:3251@Bat,false
1784894786102,Ant,Exercise,http://localhost:3251@bear,true
1784894786104,bear,Exercise,http://localhost:3251@Ant,false
1784894787169,alice,Exercise,http://localhost:3251@brice,false
1784894787169,Ant,Exercise,http://localhost:3251@alice,false
1784894787484,Bat,Explore,null,false
1784894787799,Bee,Dance,http://localhost:3251@brice,true
1784894787800,brice,Dance,http://localhost:3251@Bee,false
1784894788532,Bat,Talk,http://localhost:3251@brice,false
1784894788532,brice,Talk,http://localhost:3251@Bat,true
1784894789098,alice,Exercise,http://localhost:3251@brice,true
1784894789101,brice,Exercise,http://localhost:3251@alice,true
1784894789593,Ant,Explore,null,true
1784894789847,bear,Explore,null,false
1784894790169,Bee,Explore,null,true
1784894790229,Bat,Explore,null,true
1784894790799,alice,Explore,null,true
1784894791290,alice,Fight,http://localhost:3251@Bee,false
1784894791291,Ant,Explore,null,true
1784894791291,Bee,Fight,http://localhost:3251@alice,true
1784894791604,Bat,Fight,http://localhost:3251@bear,true
1784894791606,bear,Fight,http://localhost:3251@Bee,true
1784894792526,Ant,Sing,http://localhost:3251@brice,false
1784894792529,brice,Sing,http://localhost:3251@Ant,true
1784894792640,alice,Sing,http://localhost:3251@bear,false
1784894792640,bear,Sing,http://localhost:3251@alice,false
1784894793136,bear,Talk,http://localhost:3251@Bee,true
1784894793136,Bee,Talk,http://localhost:3251@bear,true
1784894793265,Bat,Explore,null,false
1784894794305,alice,Explore,null,true
1784894794369,bear,Exercise,http://localhost:3251@brice,true
1784894794371,brice,Exercise,http://localhost:3251@bear,false
1784894794996,Ant,Talk,http://localhost:3251@Bat,true
1784894794999,Bat,Talk,http://localhost:3251@brice,false
1784894795232,alice,Sing,http://localhost:3251@Bee,false
1784894795232,Bee,Sing,http://localhost:3251@alice,false
1784894795806,bear,Walk,http://localhost:3251@alice,false
1784894795807,brice,Walk,http://localhost:3251@bear,true
1784894796632,Bat,Explore,null,true
1784894797669,Bat,Fight,http://localhost:3251@bear,true
1784894797669,bear,Fight,http://localhost:3251@Bat,false
1784894797974,Ant,Explore,null,true
1784894798870,Bee,Explore,null,false
1784894799180,Ant,Exercise,http://localhost:3251@bear,false
1784894799181,brice,Exercise,http://localhost:3251@Ant,true
1784894799307,Bat,Explore,null,true
1784894799308,bear,Explore,null,false
1784894799684,alice,Talk,http://localhost:3251@bear,true
1784894799685,bear,Talk,http://localhost:3251@alice,false
1784894800231,Bat,Sing,http://localhost:3251@Bee,false
1784894800232,Bee,Sing,http://localhost:3251@alice,false
1784894800877,brice,Explore,null,false
1784894800939,alice,Fight,http://localhost:3251@Ant,true
1784894800940,Ant,Fight,http://localhost:3251@Bat,false
1784894801986,bear,Explore,null,false
1784894802705,Bat,Exercise,http://localhost:3251@brice,true
1784894802705,brice,Exercise,http://localhost:3251@Bat,true
1784894802875,Ant,Play,http://localhost:3251@bear,false
1784894802876,bear,Play,http://localhost:3251@Ant,false
1784894803168,Bee,Explore,null,true
1784894804184,alice,Play,http://localhost:3251@Ant,true
1784894804185,Ant,Play,http://localhost:3251@bear,true
1784894804363,brice,Explore,null,false
1784894804948,Bee,Exercise,http://localhost:3251@brice,true
1784894804948,brice,Exercise,http://localhost:3251@Bee,true
1784894805704,Bat,Fight,http://localhost:3251@bear,true
1784894805706,Bee,Fight,http://localhost:3251@Bat,false
1784894806284,Ant,Dance,http://localhost:3251@brice,true
1784894806285,brice,Dance,http://localhost:3251@Bat,true
1784894806341,alice,Explore,null,true
1784894806342,bear,Explore,null,false
1784894807267,alice,Talk,http://localhost:3251@brice,false
1784894807268,brice,Talk,http://localhost:3251@Bat,true
1784894807452,bear,Talk,http://localhost:3251@Bee,false
1784894807452,Bee,Talk,http://localhost:3251@bear,false
1784894808626,Bat,Sing,http://localhost:3251@brice,false
1784894808627,brice,Sing,http://localhost:3251@Ant,true
1784894808750,Ant,Dance,http://localhost:3251@bear,false
1784894808751,bear,Dance,http://localhost:3251@Ant,true
1784894808867,alice,Explore,null,true
1784894809753,alice,Fight,http://localhost:3251@Ant,true
1784894809754,Ant,Fight,http://localhost:3251@Bat,true
1784894809755,Bat,Talk,http://localhost:3251@bear,false
1784894809756,bear,Talk,http://localhost:3251@Bat,false
1784894810436,alice,Talk,http://localhost:3251@Bee,true
1784894810437,Bee,Talk,http://localhost:3251@bear,false
1784894810561,bear,Play,http://localhost:3251@brice,false
1784894810562,brice,Play,http://localhost:3251@bear,false
1784894811609,alice,Play,http://localhost:3251@Bat,true
1784894811612,Bat,Play,http://localhost:3251@alice,true
1784894811899,Ant,Explore,null,true
1784894812287,Bat,Walk,http://localhost:3251@Bee,false
1784894812288,Bee,Walk,http://localhost:3251@Bat,true
1784894812784,Bat,Fight,http://localhost:3251@brice,false
1784894812786,brice,Fight,http://localhost:3251@Bat,true
1784894813391,bear,Explore,null,true
1784894813497,alice,Exercise,http://localhost:3251@brice,true
1784894813497,Bat,Exercise,http://localhost:3251@alice,false
1784894814003,bear,Talk,http://localhost:3251@Bee,true
1784894814005,Bee,Talk,http://localhost:3251@bear,false
1784894814814,Ant,Play,http://localhost:3251@brice,true
1784894814815,brice,Play,http://localhost:3251@bear,false
1784894815563,Ant,Walk,http://localhost:3251@Bat,true
1784894815564,Bat,Walk,http://localhost:3251@alice,true
1784894815688,bear,Explore,null,true
1784894815688,Bee,Explore,null,false
1784894816232,alice,Play,http://localhost:3251@Ant,false
1784894816233,Ant,Play,http://localhost:3251@alice,true
1784894816858,Bat,Walk,http://localhost:3251@brice,false
1784894816860,brice,Walk,http://localhost:3251@Bat,true
1784894817609,alice,Play,http://localhost:3251@Ant,false
1784894817612,Bat,Play,http://localhost:3251@alice,true
1784894817924,Ant,Explore,null,false
1784894818168,bear,Explore,null,false
1784894818519,brice,Explore,null,true
1784894818577,Ant,Sing,http://localhost:3251@Bee,false
1784894818578,Bee,Sing,http://localhost:3251@alice,true
1784894819453,alice,Walk,http://localhost:3251@bear,false
1784894819454,bear,Walk,http://localhost:3251@alice,true
1784894819517,Bat,Exercise,http://localhost:3251@brice,true
1784894819518,brice,Exercise,http://localhost:3251@Bat,false
1784894820514,alice,Fight,http://localhost:3251@bear,true
1784894820514,Bee,Fight,http://localhost:3251@alice,true
1784894820639,Ant,Play,http://localhost:3251@bear,true
