1784275093920,Ant,Explore,0.1
1784275093922,bear,Explore,-0.1
1784275094339,alice,Play,-0.1
1784275094339,alice,http://localhost:3251@Bee,-0.1
1784275094340,Bee,Play,-0.1
1784275094340,Bee,http://localhost:3251@alice,-0.1
1784275094554,Bat,Explore,0.1
1784275095192,Ant,Explore,0.1
1784275095192,Ant,Walk,0.1
1784275095192,Ant,http://localhost:3251@brice,0.1
1784275095193,brice,Walk,0.1
1784275095193,brice,http://localhost:3251@Ant,0.1
1784275095684,Ant,Explore,0.1
1784275095684,Ant,Walk,0.1
1784275095684,Ant,http://localhost:3251@brice,0.1
1784275095684,Ant,Exercise,-0.1
1784275095684,Ant,http://localhost:3251@bear,-0.1
1784275095687,bear,Explore,-0.1
1784275095687,bear,Exercise,-0.1
1784275095687,bear,http://localhost:3251@Ant,-0.1
1784275096084,Bat,Explore,1.1
1784275097293,alice,Play,-0.1
1784275097293,alice,http://localhost:3251@Bee,-0.1
1784275097293,alice,Explore,-0.1
1784275097347,brice,Walk,0.1
1784275097347,brice,http://localhost:3251@Ant,0.1
1784275097347,brice,Explore,-0.1
1784275097763,Bee,Play,-0.1
1784275097763,Bee,http://localhost:3251@alice,-0.1
1784275097763,Bee,Explore,0.1
1784275097946,bear,Explore,-0.1
1784275097946,bear,Exercise,-0.1
1784275097946,bear,http://localhost:3251@Ant,-0.1
1784275097946,bear,Fight,-0.1
1784275097946,bear,http://localhost:3251@brice,-0.1
1784275097946,brice,Walk,0.1
1784275097946,brice,http://localhost:3251@Ant,0.1
1784275097946,brice,Explore,-0.1
1784275097946,brice,Fight,0.1
1784275097946,brice,http://localhost:3251@bear,0.1
1784275098296,Bat,Explore,0.10000000000000009
1784275099137,Ant,Explore,0.1
1784275099137,Ant,Walk,-0.9
1784275099137,Ant,http://localhost:3251@brice,0.1
1784275099137,Ant,Exercise,-0.1
1784275099137,Ant,http://localhost:3251@bear,-0.1
1784275099137,Ant,http://localhost:3251@Bee,-0.1
1784275099138,Bee,Play,-0.1
1784275099138,Bee,http://localhost:3251@alice,-0.1
1784275099138,Bee,Explore,0.1
1784275099138,Bee,Walk,0.1
1784275099138,Bee,http://localhost:3251@Ant,0.1
1784275099304,bear,Explore,-0.1
1784275099304,bear,Exercise,-0.1
1784275099304,bear,http://localhost:3251@Ant,-0.1
1784275099304,bear,Fight,-0.1
1784275099304,bear,http://localhost:3251@brice,0.9
1784275099304,bear,Walk,0.1
1784275099305,brice,Walk,1.1
1784275099305,brice,http://localhost:3251@Ant,0.1
1784275099305,brice,Explore,-0.1
1784275099305,brice,Fight,0.1
1784275099305,brice,http://localhost:3251@bear,1.1
1784275100480,Ant,Explore,0.1
1784275100480,Ant,Walk,-0.9
1784275100480,Ant,http://localhost:3251@brice,0.1
1784275100480,Ant,Exercise,-0.1
1784275100480,Ant,http://localhost:3251@bear,0.9
1784275100480,Ant,http://localhost:3251@Bee,-0.1
1784275100480,Ant,Play,0.1
1784275100483,bear,Explore,-0.1
1784275100483,bear,Exercise,-0.1
1784275100483,bear,http://localhost:3251@Ant,-1.1
1784275100483,bear,Fight,-0.1
1784275100483,bear,http://localhost:3251@brice,0.9
1784275100483,bear,Walk,0.1
1784275100483,bear,Play,-0.1
1784275100543,Bat,Explore,1.1
1784275100733,Bee,Play,-0.1
1784275100733,Bee,http://localhost:3251@alice,-0.1
1784275100733,Bee,Explore,1.1
1784275100733,Bee,Walk,0.1
1784275100733,Bee,http://localhost:3251@Ant,0.1
1784275101745,alice,Play,-0.1
1784275101745,alice,http://localhost:3251@Bee,-0.1
1784275101745,alice,Explore,-0.1
1784275101745,alice,Exercise,0.1
1784275101745,alice,http://localhost:3251@bear,0.1
1784275101746,Ant,Explore,0.1
1784275101746,Ant,Walk,-0.9
1784275101746,Ant,http://localhost:3251@brice,1.1
1784275101746,Ant,Exercise,0.9
1784275101746,Ant,http://localhost:3251@bear,0.9
1784275101746,Ant,http://localhost:3251@Bee,-0.1
1784275101746,Ant,Play,0.1
1784275101747,bear,Explore,-0.1
1784275101747,bear,Exercise,0.9
1784275101747,bear,http://localhost:3251@Ant,-0.10000000000000009
1784275101747,bear,Fight,-0.1
1784275101747,bear,http://localhost:3251@brice,0.9
1784275101747,bear,Walk,0.1
1784275101747,bear,Play,-0.1
1784275101748,brice,Walk,1.1
1784275101748,brice,http://localhost:3251@Ant,-0.9
1784275101748,brice,Explore,-0.1
1784275101748,brice,Fight,0.1
1784275101748,brice,http://localhost:3251@bear,1.1
1784275101748,brice,Exercise,-0.1
1784275102252,Bat,Explore,0.10000000000000009
1784275102801,Bee,Play,-1.1
1784275102801,Bee,http://localhost:3251@alice,-1.1
1784275102801,Bee,Explore,1.1
1784275102801,Bee,Walk,0.1
1784275102801,Bee,http://localhost:3251@Ant,0.1
1784275102803,brice,Walk,1.1
1784275102803,brice,http://localhost:3251@Ant,-0.9
1784275102803,brice,Explore,-0.1
1784275102803,brice,Fight,0.1
1784275102803,brice,http://localhost:3251@bear,1.1
1784275102803,brice,Exercise,-0.1
1784275102803,brice,Play,0.1
1784275102803,brice,http://localhost:3251@Bee,0.1
1784275103495,Ant,Explore,0.1
1784275103495,Ant,Walk,-0.9
1784275103495,Ant,http://localhost:3251@brice,1.1
1784275103495,Ant,Exercise,0.9
1784275103495,Ant,http://localhost:3251@bear,0.9
1784275103495,Ant,http://localhost:3251@Bee,0.9
1784275103495,Ant,Play,0.1
1784275103495,Ant,Fight,0.1
1784275103497,Bee,Play,-1.1
1784275103497,Bee,http://localhost:3251@alice,-1.1
1784275103497,Bee,Explore,1.1
1784275103497,Bee,Walk,0.1
1784275103497,Bee,http://localhost:3251@Ant,-0.9
1784275103497,Bee,Fight,-0.1
1784275103685,alice,Play,-0.1
1784275103685,alice,http://localhost:3251@Bee,-0.1
1784275103685,alice,Explore,-0.1
1784275103685,alice,Exercise,-0.9
1784275103685,alice,http://localhost:3251@bear,0.1
1784275103685,alice,http://localhost:3251@Bat,-0.1
1784275103687,Bat,Explore,0.10000000000000009
1784275103687,Bat,Exercise,0.1
1784275103687,Bat,http://localhost:3251@alice,0.1
1784275104064,bear,Explore,-0.1
1784275104064,bear,Exercise,1.9
1784275104064,bear,http://localhost:3251@Ant,-0.10000000000000009
1784275104064,bear,Fight,-0.1
1784275104064,bear,http://localhost:3251@brice,1.9
1784275104064,bear,Walk,0.1
1784275104064,bear,Play,-0.1
1784275104065,brice,Walk,1.1
1784275104065,brice,http://localhost:3251@Ant,-0.9
1784275104065,brice,Explore,-0.1
1784275104065,brice,Fight,0.1
1784275104065,brice,http://localhost:3251@bear,2.1
1784275104065,brice,Exercise,0.9
1784275104065,brice,Play,0.1
1784275104065,brice,http://localhost:3251@Bee,0.1
1784275104760,alice,Play,-0.1
1784275104760,alice,http://localhost:3251@Bee,-1.1
1784275104760,alice,Explore,-0.1
1784275104760,alice,Exercise,-1.9
1784275104760,alice,http://localhost:3251@bear,0.1
1784275104760,alice,http://localhost:3251@Bat,-0.1
1784275104762,Bee,Play,-1.1
1784275104762,Bee,http://localhost:3251@alice,-2.1
