1785133511036,Ant,Play,-0.6
1785133511036,Ant,http://localhost:3251@Bat,-0.6
1785133511036,Bat,Play,-0.6
1785133511036,Bat,http://localhost:3251@Ant,-0.6
1785133511537,Ant,Play,-0.597
1785133511537,Ant,http://localhost:3251@Bat,-0.597
1785133512044,Ant,Play,-0.594015
1785133512044,Ant,http://localhost:3251@Bat,-0.594015
1785133511537,Bat,Play,-0.597
1785133511537,Bat,http://localhost:3251@Ant,-0.597
1785133512044,Bat,Play,-0.594015
1785133512044,Bat,http://localhost:3251@Ant,-0.594015
1785133512545,Ant,Play,-0.5910449249999999
1785133512545,Ant,http://localhost:3251@Bat,-0.5910449249999999
1785133513058,Ant,Play,-0.588089700375
1785133513058,Ant,http://localhost:3251@Bat,-0.588089700375
1785133512545,Bat,Play,-0.5910449249999999
1785133512545,Bat,http://localhost:3251@Ant,-0.5910449249999999
1785133513058,Bat,Play,-0.588089700375
1785133513058,Bat,http://localhost:3251@Ant,-0.588089700375
1785133514058,alice,Talk,-0.6
1785133514058,alice,http://localhost:3251@Bee,-0.6
1785133513557,Ant,Play,-0.5851492518731249
1785133513557,Ant,http://localhost:3251@Bat,-0.5851492518731249
1785133514058,Ant,Play,-0.5822235056137594
1785133514058,Ant,http://localhost:3251@Bat,-0.5822235056137594
1785133513557,Bat,Play,-0.5851492518731249
1785133513557,Bat,http://localhost:3251@Ant,-0.5851492518731249
1785133514058,Bat,Play,-0.5822235056137594
1785133514058,Bat,http://localhost:3251@Ant,-0.5822235056137594
1785133514058,Bee,Talk,-0.6
1785133514058,Bee,http://localhost:3251@alice,-0.6
1785133514567,alice,Talk,-0.597
1785133514567,alice,http://localhost:3251@Bee,-0.597
1785133515069,alice,Talk,-0.594015
1785133515069,alice,http://localhost:3251@Bee,-0.594015
1785133514567,Ant,Play,-0.5793123880856905
1785133514567,Ant,http://localhost:3251@Bat,-0.5793123880856905
1785133515069,Ant,Play,-0.5764158261452621
1785133515069,Ant,http://localhost:3251@Bat,-0.5764158261452621
1785133514567,Bat,Play,-0.5793123880856905
1785133514567,Bat,http://localhost:3251@Ant,-0.5793123880856905
1785133515069,Bat,Play,-0.5764158261452621
1785133515069,Bat,http://localhost:3251@Ant,-0.5764158261452621
1785133514567,Bee,Talk,-0.597
1785133514567,Bee,http://localhost:3251@alice,-0.597
1785133515069,Bee,Talk,-0.594015
1785133515069,Bee,http://localhost:3251@alice,-0.594015
1785133515573,alice,Talk,-0.5910449249999999
1785133515573,alice,http://localhost:3251@Bee,-0.5910449249999999
1785133516074,alice,Talk,-0.588089700375
1785133516074,alice,http://localhost:3251@Bee,-0.588089700375
1785133515573,Ant,Play,-0.5735337470145357
1785133515573,Ant,http://localhost:3251@Bat,-0.5735337470145357
1785133516074,Ant,Play,-0.570666078279463
1785133516074,Ant,http://localhost:3251@Bat,-0.570666078279463
1785133515573,Bat,Play,-0.5735337470145357
1785133515573,Bat,http://localhost:3251@Ant,-0.5735337470145357
1785133516074,Bat,Play,-0.570666078279463
1785133516074,Bat,http://localhost:3251@Ant,-0.570666078279463
1785133515573,Bee,Talk,-0.5910449249999999
1785133515573,Bee,http://localhost:3251@alice,-0.5910449249999999
1785133516074,Bee,Talk,-0.588089700375
1785133516074,Bee,http://localhost:3251@alice,-0.588089700375
1785133516584,alice,Talk,-0.588089700375
1785133516584,alice,http://localhost:3251@Bee,-0.588089700375
1785133517088,alice,Talk,-0.588089700375
1785133517088,alice,http://localhost:3251@Bee,-0.588089700375
1785133516584,Ant,Play,-0.5678127478880657
1785133516584,Ant,http://localhost:3251@Bat,-0.5678127478880657
1785133517088,Ant,Play,-0.5678127478880657
1785133517088,Ant,http://localhost:3251@Bat,-0.5678127478880657
1785133516584,Bat,Play,-0.5678127478880657
1785133516584,Bat,http://localhost:3251@Ant,-0.5678127478880657
1785133517088,Bat,Play,-0.5649736841486254
1785133517088,Bat,http://localhost:3251@Ant,-0.5649736841486254
1785133516584,Bee,Talk,-0.5851492518731249
1785133516584,Bee,http://localhost:3251@alice,-0.5851492518731249
1785133517088,Bee,Talk,-0.5822235056137594
1785133517088,Bee,http://localhost:3251@alice,-0.5822235056137594
1785133517603,alice,Talk,-0.588089700375
